strategy,slug,position_col,cumulative_pnl,average_daily_pnl,max_drawdown,annualised_return,sharpe_ratio_rf_3pct,daily_std_dev,annualised_volatility,exposure_rate,total_turnover,number_of_trades_total,number_of_complete_trades,win_rate,average_trade_return,median_trade_return,average_win_return,average_loss_return,profit_factor,payoff_ratio,expectancy_per_trade,best_trade,worst_trade,average_holding_periods,median_holding_periods,long_trades,short_trades,category
BTC Combined Filter,btc_combined,position,21.551794844912056,0.0012545311653296112,-0.4725736779353886,0.4760114672466209,1.1511546662150645,0.01947656891584453,0.37209932666934387,0.343033207805546,262.0,131,131,0.5725190839694656,0.030043668431233888,0.007244728772290987,0.08702995428284474,-0.04627725012003065,2.5186884307868977,1.8806206949875504,0.030043668431233888,0.5864013792792764,-0.20709640386660877,7.648854961832061,5.0,126,5,combined
ETH Combined Filter,eth_combined,position,57.297013828512746,0.0017452610359878203,-0.6333290402684582,0.6619969802551209,1.1911562874885808,0.026693326927941408,0.5099752948976215,0.35878123930160905,232.0,116,116,0.6206896551724138,0.04777655823906798,0.01550659351974415,0.12475330335672835,-0.07818538831710355,2.6109964217512815,1.5956089244035612,0.04777655823906798,0.8243387764345278,-0.33237208639766713,9.03448275862069,4.0,114,2,combined
