Price,Close,High,Low,Open,Volume,Log_Return
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,
Date,,,,,,
2020-01-20,167.12051391601562,169.11488342285156,162.33160400390625,166.9041290283203,11144529787,0.0009019433680608734
2020-01-21,169.69715881347656,169.9101104736328,165.81971740722656,167.0604705810547,9789369362,0.015300237317380108
2020-01-22,168.29415893554688,171.00869750976562,166.77423095703125,169.60853576660156,9209827928,-0.00830203536353231
2020-01-23,162.92855834960938,168.31224060058594,160.29531860351562,168.2957000732422,10396868698,-0.03240158193424723
2020-01-24,163.05117797851562,164.3094482421875,156.74974060058594,162.8993682861328,10657671162,0.000752314460222342
2020-01-25,161.283935546875,163.22723388671875,158.63247680664062,163.06729125976562,8256956802,-0.010897740317509516
2020-01-26,168.0771026611328,168.22032165527344,160.2811279296875,161.17681884765625,9261861590,0.04125643199435768
2020-01-27,170.93089294433594,172.92291259765625,166.90109252929688,168.00885009765625,11004476145,0.01683652145773799
2020-01-28,176.3703155517578,176.3703155517578,170.73806762695312,170.88485717773438,11772875064,0.03132651023738705
2020-01-29,175.0503387451172,178.8429718017578,175.0503387451172,176.34788513183594,10725267311,-0.007512267694822812
2020-01-30,184.6904754638672,186.26048278808594,172.3746337890625,174.91770935058594,12604789338,0.05360773574101379
2020-01-31,180.16017150878906,185.4058380126953,176.29681396484375,184.73690795898438,11728616394,-0.02483502134203115
2020-02-01,183.6739501953125,183.84555053710938,179.74517822265625,180.11376953125,11569697182,0.019315879003064848
2020-02-02,188.61753845214844,193.0803985595703,180.1739501953125,183.53250122070312,14054425389,0.02655918279483658
2020-02-03,189.8650665283203,193.4368896484375,188.0126953125,188.60740661621094,12392875241,0.006592284970026069
2020-02-04,189.25059509277344,191.1114959716797,185.40362548828125,189.86172485351562,11714191695,-0.0032416069069383033
2020-02-05,204.23023986816406,206.8040008544922,188.752685546875,189.29910278320312,14865434435,0.0761759474362565
2020-02-06,212.33908081054688,214.59771728515625,201.90406799316406,204.12969970703125,16425589683,0.038936450490737365
2020-02-07,222.72605895996094,223.14093017578125,212.30419921875,212.31588745117188,16673443564,0.047758146438774275
2020-02-08,223.14651489257812,226.5880889892578,215.38629150390625,222.51097106933594,16741203125,0.0018859920161188447
2020-02-09,228.5785675048828,229.86424255371094,222.98223876953125,222.98223876953125,15031356241,0.024051418344536987
2020-02-10,223.522705078125,229.1846160888672,218.08004760742188,228.54913330078125,16210008511,-0.022366993908404537
2020-02-11,235.8511962890625,236.54713439941406,218.61761474609375,223.3849334716797,16964695963,0.053688084352460655
2020-02-12,265.4061279296875,272.3988342285156,235.89627075195312,235.89822387695312,24545049386,0.11806012907983844
2020-02-13,268.0992431640625,273.7410583496094,258.9225158691406,265.0527038574219,25801317504,0.010096011233999452
2020-02-14,284.2174987792969,285.0564270019531,262.76251220703125,268.0232849121094,23558253463,0.05838256355039239
2020-02-15,264.72857666015625,287.1236877441406,264.2796630859375,284.5613098144531,23682452994,-0.0710347237502524
