trade_id,side,direction,entry_date,first_holding_date,exit_date,entry_price,exit_price,holding_periods,gross_trade_return,net_trade_return,fee_units,fee_paid_est,underlying_move_pct,directional_move_pct,pnl_points,is_open_at_end,is_partial_start,is_complete_trade
1,long,1,2018-01-02,2018-01-03,2018-01-11,14982.099609375,13405.7998046875,9,-0.10521220962255073,-0.10521220962255073,2,0.0,-0.10521220962255085,-0.10521220962255085,-1576.2998046875,False,False,True
2,long,1,2018-02-12,2018-02-13,2018-03-09,8926.5703125,9337.5498046875,25,0.04604002184489642,0.04604002184489642,2,0.0,0.04604002184489597,0.04604002184489597,410.9794921875,False,False,True
3,long,1,2018-04-10,2018-04-11,2018-05-10,6834.759765625,9043.9404296875,30,0.3232272588677423,0.3232272588677423,2,0.0,0.32322725886774206,0.32322725886774206,2209.1806640625,False,False,True
4,long,1,2018-06-05,2018-06-06,2018-06-11,7633.759765625,6906.919921875,6,-0.09521387442960627,-0.09521387442960627,2,0.0,-0.09521387442960638,-0.09521387442960638,-726.83984375,False,False,True
5,long,1,2018-06-20,2018-06-21,2018-06-22,6776.5498046875,6083.68994140625,2,-0.10224374988020923,-0.10224374988020923,2,0.0,-0.10224374988020934,-0.10224374988020934,-692.85986328125,False,False,True
6,long,1,2018-06-30,2018-07-01,2018-08-03,6404.0,7434.39013671875,34,0.16089789767625762,0.16089789767625762,2,0.0,0.16089789767625695,0.16089789767625695,1030.39013671875,False,False,True
7,long,1,2018-08-24,2018-08-25,2018-09-08,6719.9599609375,6225.97998046875,15,-0.07350936364802907,-0.07350936364802907,2,0.0,-0.07350936364802907,-0.07350936364802907,-493.97998046875,False,False,True
8,long,1,2018-09-21,2018-09-22,2018-10-11,6734.9501953125,6256.240234375,20,-0.07107847082086516,-0.07107847082086516,2,0.0,-0.07107847082086516,-0.07107847082086516,-478.7099609375,False,False,True
9,long,1,2018-10-17,2018-10-18,2018-10-29,6544.43017578125,6332.6298828125,12,-0.03236344300112637,-0.03236344300112637,2,0.0,-0.0323634430011267,-0.0323634430011267,-211.80029296875,False,False,True
10,long,1,2018-11-06,2018-11-07,2018-11-14,6461.009765625,5738.35009765625,8,-0.1118493384445216,-0.1118493384445216,2,0.0,-0.1118493384445216,-0.1118493384445216,-722.65966796875,False,False,True
11,long,1,2018-12-10,2018-12-11,2019-01-13,3502.656005859375,3552.953125,34,0.014359708477362787,0.014359708477362787,2,0.0,0.014359708477363009,0.014359708477363009,50.297119140625,False,False,True
12,long,1,2019-02-08,2019-02-09,2019-03-03,3666.7802734375,3847.17578125,23,0.049197250546835214,0.049197250546835214,2,0.0,0.04919725054683588,0.04919725054683588,180.3955078125,False,False,True
13,long,1,2019-03-16,2019-03-17,2019-03-24,4048.725830078125,4022.168212890625,8,-0.006559500025959397,-0.006559500025959397,2,0.0,-0.006559500025959397,-0.006559500025959397,-26.5576171875,False,False,True
14,long,1,2019-03-31,2019-04-01,2019-04-20,4105.404296875,5337.88623046875,20,0.30020963697336844,0.30020963697336844,2,0.0,0.3002096369733682,0.3002096369733682,1232.48193359375,False,False,True
15,long,1,2019-05-05,2019-05-06,2019-05-31,5795.70849609375,8574.501953125,26,0.4794570774054858,0.4794570774054858,2,0.0,0.4794570774054854,0.4794570774054854,2778.79345703125,False,False,True
16,long,1,2019-06-17,2019-06-18,2019-07-04,9320.3525390625,11215.4375,17,0.2033276051517381,0.2033276051517381,2,0.0,0.2033276051517381,0.2033276051517381,1895.0849609375,False,False,True
17,long,1,2019-08-03,2019-08-04,2019-08-15,10821.7265625,10311.5458984375,12,-0.04714410968674876,-0.04714410968674876,2,0.0,-0.047144109686748537,-0.047144109686748537,-510.1806640625,False,False,True
