date,price,log_return,trade,trade_action,position
2018-07-12,430.0740051269531,-0.0375224262570033,0,hold,0
2018-07-13,434.0270080566406,0.0091494638837661,0,hold,0
2018-07-14,436.08599853515625,0.0047327055361947,0,hold,0
2018-07-15,449.8500061035156,0.0310747391854039,0,hold,0
2018-07-16,480.6579895019531,0.0662417692290476,0,hold,0
2018-07-17,501.00201416015625,0.0414541446964705,0,hold,0
2018-07-18,480.5130004882813,-0.0417558371451222,0,hold,0
2018-07-19,469.6189880371094,-0.0229325820236904,0,hold,0
2018-07-20,450.697998046875,-0.041124214376125,0,hold,0
2018-07-21,462.4360046386719,0.0257106912182805,0,hold,0
2018-07-22,459.6570129394531,-0.0060275917072688,0,hold,0
2018-07-23,450.8529968261719,-0.0193392503406252,0,hold,0
2018-07-24,479.37298583984375,0.0613376334928338,0,hold,0
2018-07-25,472.4930114746094,-0.0144560141803296,0,hold,0
2018-07-26,464.0369873046875,-0.0180586932265045,0,hold,0
2018-07-27,469.6659851074219,0.0120575090062918,0,hold,0
2018-07-28,466.89801025390625,-0.0059109317172901,0,hold,0
2018-07-29,466.6650085449219,-0.0004991665460832,0,hold,0
2018-07-30,457.08099365234375,-0.0207510696213382,0,hold,0
2018-07-31,433.8670043945313,-0.0521225585392024,0,hold,0
2018-08-01,420.74700927734375,-0.0307063206799474,1,buy,1
2018-08-02,412.6210021972656,-0.0195022235510145,-1,sell,0
2018-08-03,418.2619934082031,0.0135785132502813,0,hold,0
2018-08-04,407.25201416015625,-0.0266758214412402,0,hold,0
2018-08-05,410.5159912109375,0.0079826903521609,1,buy,1
2018-08-06,406.6579895019531,-0.0094423720393325,-1,sell,0
2018-08-07,380.2149963378906,-0.0672356389773516,0,hold,0
2018-08-08,356.6130065917969,-0.0640856939026795,1,buy,1
2018-08-09,365.5880126953125,0.0248558723487018,0,hold,1
2018-08-10,334.1759948730469,-0.0898392660548772,0,hold,1
2018-08-11,322.11199951171875,-0.0367684753170427,0,hold,1
2018-08-12,319.57000732421875,-0.007922944566902,0,hold,1
2018-08-13,286.4949951171875,-0.1092552981188663,0,hold,1
2018-08-14,278.9320068359375,-0.02675301792831,0,hold,1
2018-08-15,282.364013671875,0.0122290181348233,0,hold,1
2018-08-16,288.0459899902344,0.019923087694586,0,hold,1
2018-08-17,315.72900390625,0.0917641082240949,0,hold,1
2018-08-18,295.81201171875,-0.0651601060567533,0,hold,1
2018-08-19,300.8340148925781,0.0168345100865637,0,hold,1
2018-08-20,274.31500244140625,-0.0922815771069992,0,hold,1
2018-08-21,281.9440002441406,0.0274313805235624,0,hold,1
2018-08-22,271.34100341796875,-0.0383321254637333,0,hold,1
2018-08-23,277.10400390625,0.0210165560232936,0,hold,1
2018-08-24,282.9670104980469,0.0209374190866881,0,hold,1
2018-08-25,279.64599609375,-0.0118058165670999,-1,sell,0
2018-08-26,275.1969909667969,-0.0160373315904862,0,hold,0
2018-08-27,285.6029968261719,0.0371155514867322,0,hold,0
2018-08-28,296.4989929199219,0.0374410983726687,0,hold,0
2018-08-29,289.31201171875,-0.0245380908113493,0,hold,0
2018-08-30,284.1050109863281,-0.0181618042484855,0,hold,0
2018-08-31,283.0039978027344,-0.0038829027571599,0,hold,0
2018-09-01,295.34100341796875,0.0426696084860472,0,hold,0
2018-09-02,294.3710021972656,-0.0032897485087026,0,hold,0
2018-09-03,289.2590026855469,-0.0175183942058145,0,hold,0
2018-09-04,285.7229919433594,-0.0122997080021474,0,hold,0
2018-09-05,232.33099365234375,-0.2068597301455026,0,hold,0
2018-09-06,230.21499633789065,-0.009149412691399,0,hold,0
2018-09-07,217.2030029296875,-0.0581812253800338,0,hold,0
2018-09-08,197.9510040283203,-0.0928128679371154,1,buy,1
2018-09-09,196.9239959716797,-0.0052016986253533,0,hold,1
2018-09-10,197.07899475097656,0.0007867899023223,0,hold,1
2018-09-11,185.0659942626953,-0.0628921497360662,0,hold,1
2018-09-12,183.33099365234375,-0.0094192596304565,0,hold,1
2018-09-13,211.35400390625,0.1422412436872761,0,hold,1
2018-09-14,211.74899291992188,0.0018671062667101,0,hold,1
2018-09-15,223.07400512695312,0.0521020004274434,0,hold,1
2018-09-16,220.58900451660156,-0.0112023159180086,0,hold,1
2018-09-17,197.875,-0.1086657438429111,0,hold,1
2018-09-18,209.9750061035156,0.0593529868783348,0,hold,1
2018-09-19,209.968994140625,-2.8632212330833976e-05,0,hold,1
2018-09-20,224.59100341796875,0.0673211126151694,-1,sell,0
2018-09-21,246.58399963378903,0.0934217192571549,0,hold,0
2018-09-22,240.47999572753903,-0.0250657965012279,0,hold,0
2018-09-23,244.3300018310547,0.0158828698165893,0,hold,0
2018-09-24,228.72999572753903,-0.0659775280946557,0,hold,0
2018-09-25,218.5050048828125,-0.045733330044733,0,hold,0
2018-09-26,215.8470001220703,-0.0122390959856885,0,hold,0
2018-09-27,228.49400329589844,0.0569401422784707,0,hold,0
2018-09-28,222.40199279785156,-0.0270234434499818,0,hold,0
2018-09-29,231.6349945068359,0.0406763104331636,0,hold,0
2018-09-30,232.84800720214844,0.0052230779102151,0,hold,0
2018-10-01,230.76800537109375,-0.0089730109856383,0,hold,0
2018-10-02,227.18099975585935,-0.0156658446011499,0,hold,0
2018-10-03,220.4889984130859,-0.0298992556909095,0,hold,0
2018-10-04,222.2180023193359,0.0078110926386123,0,hold,0
2018-10-05,227.6009979248047,0.023935194335374,0,hold,0
2018-10-06,225.1199951171875,-0.0109605151216869,0,hold,0
2018-10-07,226.11900329589844,0.0044278522664318,0,hold,0
2018-10-08,229.2550048828125,0.0137735185054707,0,hold,0
2018-10-09,227.98199462890625,-0.005568287537937,0,hold,0
2018-10-10,225.7689971923828,-0.009754314692389,0,hold,0
2018-10-11,189.49899291992188,-0.1751286301162193,0,hold,0
2018-10-12,196.7270050048828,0.0374332961845509,1,buy,1
2018-10-13,199.84100341796875,0.0157050611852252,-1,sell,0
2018-10-14,195.71499633789065,-0.0208625667875967,1,buy,1
2018-10-15,209.70399475097656,0.069037486880386,0,hold,1
2018-10-16,210.1199951171875,0.001981785283371,-1,sell,0
2018-10-17,207.08299255371097,-0.0145591297220594,0,hold,0
2018-10-18,203.3520050048828,-0.0181811509493013,0,hold,0
2018-10-19,203.7270050048828,0.0018423947039989,0,hold,0
2018-10-20,205.42999267578125,0.0083244207711176,0,hold,0
2018-10-21,205.1419982910156,-0.0014028937108992,0,hold,0
2018-10-22,204.04400634765625,-0.0053667259693705,0,hold,0
2018-10-23,204.33599853515625,0.0014300026140695,0,hold,0
2018-10-24,203.8520050048828,-0.0023714256807836,0,hold,0
2018-10-25,202.718994140625,-0.0055735101599793,0,hold,0
2018-10-26,203.32899475097656,0.0030045762369807,0,hold,0
2018-10-27,204.2100067138672,0.0043235780239138,0,hold,0
2018-10-28,205.36599731445312,0.0056448310387639,0,hold,0
2018-10-29,197.2469940185547,-0.0403370198837999,0,hold,0
2018-10-30,197.55599975585935,0.0015653670578778,1,buy,1
2018-10-31,197.38099670410156,-0.0008862328157682,0,hold,1
2018-11-01,198.8719940185547,0.0075255172127065,0,hold,1
2018-11-02,200.6349945068359,0.0088259378849461,-1,sell,0
2018-11-03,200.18600463867188,-0.0022403519621869,0,hold,0
2018-11-04,207.48599243164065,0.0358168735007792,0,hold,0
2018-11-05,209.09100341796875,0.0077057492096272,0,hold,0
2018-11-06,218.45199584960935,0.0437967115213911,0,hold,0
2018-11-07,217.18299865722656,-0.0058259818322571,-1,sell,-1
2018-11-08,212.2310028076172,-0.0230649926026084,1,buy,0
2018-11-09,210.07400512695312,-0.0102154433309845,0,hold,0
2018-11-10,212.5330047607422,0.0116374188215237,0,hold,0
2018-11-11,211.33999633789065,-0.0056290991404111,0,hold,0
2018-11-12,210.41799926757812,-0.0043721686305858,0,hold,0
2018-11-13,206.8260040283203,-0.0172181455073984,0,hold,0
2018-11-14,181.39700317382812,-0.131189862543473,0,hold,0
2018-11-15,180.80599975585935,-0.0032633851055248,0,hold,0
2018-11-16,175.177001953125,-0.0316277294027217,0,hold,0
2018-11-17,174.00100708007812,-0.0067358154808134,0,hold,0
2018-11-18,177.06700134277344,0.0174671125915624,0,hold,0
2018-11-19,149.1750030517578,-0.1714080657401688,1,buy,1
2018-11-20,130.33900451660156,-0.1349813505800158,0,hold,1
2018-11-21,136.7010040283203,0.0476573051745141,0,hold,1
2018-11-22,126.70600128173828,-0.0759266361795736,0,hold,1
2018-11-23,123.2959976196289,-0.0272815031430419,0,hold,1
2018-11-24,113.49400329589844,-0.0828379480092959,0,hold,1
2018-11-25,116.4499969482422,0.0257119689954552,0,hold,1
2018-11-26,108.33499908447266,-0.0722337004159774,0,hold,1
2018-11-27,110.01000213623048,0.015343020462077,0,hold,1
2018-11-28,122.43800354003906,0.1070335181556582,0,hold,1
2018-11-29,117.54264831542967,-0.0408035762103027,0,hold,1
2018-11-30,113.17141723632812,-0.0378975961413893,0,hold,1
2018-12-01,118.63555908203124,0.0471526292775776,0,hold,1
2018-12-02,116.38890075683594,-0.0191190888232901,0,hold,1
2018-12-03,108.92501831054688,-0.0662774363222827,0,hold,1
2018-12-04,110.21418762207033,0.0117658926280592,0,hold,1
2018-12-05,102.47555541992188,-0.0728013463052641,-1,sell,0
2018-12-06,91.76105499267578,-0.1104363163689383,1,buy,1
2018-12-07,93.29456329345705,0.0165738648573771,0,hold,1
2018-12-08,92.15963745117188,-0.0122395718837728,-1,sell,0
2018-12-09,95.14205932617188,0.0318488729559736,0,hold,0
2018-12-10,91.68565368652344,-0.0370052173137797,0,hold,0
2018-12-11,88.94530487060547,-0.0303442898735035,0,hold,0
2018-12-12,90.59329986572266,0.0183586285953349,0,hold,0
2018-12-13,86.53931427001953,-0.0457814464819855,1,buy,1
2018-12-14,84.30829620361328,-0.0261185378954952,0,hold,1
2018-12-15,84.44081115722656,0.0015705562290043,0,hold,1
2018-12-16,85.26210021972656,0.0096792149038443,0,hold,1
2018-12-17,95.13382720947266,0.1095545636184836,0,hold,1
2018-12-18,101.11245727539062,0.0609487280275391,-1,sell,0
2018-12-19,101.2685775756836,0.0015428355861126,0,hold,0
2018-12-20,116.21687316894533,0.1376818704856994,0,hold,0
2018-12-21,109.49623107910156,-0.0595679125752564,-1,sell,-1
2018-12-22,116.7594985961914,0.0642261223699519,1,buy,0
2018-12-23,130.7652587890625,0.113287546490268,0,hold,0
2018-12-24,140.23800659179688,0.0699372280937608,-1,sell,-1
2018-12-25,129.84434509277344,-0.0770046386246143,0,hold,-1
2018-12-26,131.86563110351562,0.0154470703171663,0,hold,-1
2018-12-27,116.57591247558594,-0.1232407879086579,0,hold,-1
2018-12-28,137.6470184326172,0.1661499008241019,1,buy,0
2018-12-29,138.01834106445312,0.0026940117328659,-1,sell,-1
2018-12-30,139.8594512939453,0.0132514164257077,0,hold,-1
2018-12-31,133.36825561523438,-0.0475238577559797,0,hold,-1
2019-01-01,140.8194122314453,0.0543641639227531,1,buy,0
2019-01-02,155.0476837158203,0.0962544013024016,0,hold,0
2019-01-03,149.135009765625,-0.0388807049960208,-1,sell,-1
2019-01-04,154.58193969726562,0.0358723082884526,1,buy,0
2019-01-05,155.6385955810547,0.006812314789194,0,hold,0
2019-01-06,157.74620056152344,0.0134507913762172,0,hold,0
2019-01-07,151.69921875,-0.0390876795686435,0,hold,0
2019-01-08,150.35963439941406,-0.0088697491827996,0,hold,0
