date,price,log_return,position_macd,position_boll,vol_ratio,sma_slope,regime,position,strategy_source,trade,trade_action
2019-04-28,5285.13916015625,0.0031929256297156,0,0,1.343254031958856,-0.2315917968753638,Range,0,boll,0,hold
2019-04-29,5247.3525390625,-0.0071752789922622,0,0,1.3469237437274182,2.119702148437682,Range,0,boll,0,hold
2019-04-30,5350.7265625,0.0195086866231988,0,0,1.3457246203564839,1.3087402343744543,Range,0,boll,0,hold
2019-05-01,5402.697265625,0.0096659647371959,0,0,1.3470974341671376,16.910473632812682,Trend,0,macd,0,hold
2019-05-02,5505.28369140625,0.0188099797549053,0,0,0.774290320443102,20.7872314453125,Trend,0,macd,0,hold
2019-05-03,5768.28955078125,0.0466672959800343,0,-1,0.8134557495903494,33.58515625000018,Trend,0,macd,0,hold
2019-05-04,5831.16748046875,0.0108416360200014,0,-1,0.8100467823663365,33.172265625000364,Trend,0,macd,0,hold
2019-05-05,5795.70849609375,-0.0060995050400414,0,-1,0.8036116343994208,36.43000488281177,Trend,0,macd,0,hold
2019-05-06,5746.80712890625,-0.0084733105601616,1,-1,0.8076029944116739,25.5623779296875,Trend,1,macd,1,buy
2019-05-07,5829.50146484375,0.0142870660185711,1,-1,0.7966024371540413,28.878173828125,Trend,1,macd,0,hold
2019-05-08,5982.45751953125,0.0258999553140452,1,-1,0.8042678319361165,34.203588867188046,Trend,1,macd,0,hold
2019-05-09,6174.52880859375,0.0316011333155379,1,-1,0.842190022427578,43.53581542968732,Trend,1,macd,0,hold
2019-05-10,6378.84912109375,0.0325551192394692,1,-1,0.8507236008799831,52.04814453124982,Trend,1,macd,0,hold
2019-05-11,7204.771484375,0.1217558201510131,1,-1,0.995369076007359,94.51201171874982,Trend,1,macd,0,hold
2019-05-12,6972.37158203125,-0.0327880901222147,1,-1,1.026680403215758,78.65031738281323,Trend,1,macd,0,hold
2019-05-13,7814.9150390625,0.1140786697230037,1,-1,1.135259082546216,112.12763671874927,Trend,1,macd,0,hold
2019-05-14,7994.416015625,0.0227092076256784,1,-1,1.1364545127992702,126.47746582031323,Trend,1,macd,0,hold
2019-05-15,8205.16796875,0.0260208959248796,1,-1,1.1175137553982175,149.73261718749927,Trend,1,macd,0,hold
2019-05-16,7884.9091796875,-0.0398134936070429,1,-1,1.144946696364716,130.27805175781305,Trend,1,macd,0,hold
2019-05-17,7343.8955078125,-0.071081277258818,1,-1,1.2048477204395251,103.78022460937518,Trend,1,macd,0,hold
2019-05-18,7271.2080078125,-0.0099469838506182,1,-1,1.208855391971005,99.30344238281214,Trend,1,macd,0,hold
2019-05-19,8197.689453125,0.119929899427996,1,-1,1.2923602406813364,147.516845703125,Trend,1,macd,0,hold
2019-05-20,7978.30908203125,-0.0271258460286958,1,-1,1.3033867113422064,131.37912597656214,Trend,1,macd,0,hold
2019-05-21,7963.32763671875,-0.0018795372127934,1,-1,1.3020438912351904,128.03151855468786,Trend,1,macd,0,hold
2019-05-22,7680.06640625,-0.0362187635444826,1,-1,1.3190588963471341,108.7391357421875,Trend,1,macd,0,hold
2019-05-23,7881.8466796875,0.0259340328588813,1,-1,1.3149614808292716,105.6778564453125,Trend,1,macd,0,hold
2019-05-24,7987.37158203125,0.0132995155792158,1,-1,1.3078973784636143,107.81020507812536,Trend,1,macd,0,hold
2019-05-25,8052.5439453125,0.0081263173510959,1,-1,1.3192773763348173,112.84177246093714,Trend,1,macd,0,hold
2019-05-26,8673.2158203125,0.074251575993358,1,-1,1.331541462168508,146.3204345703125,Trend,1,macd,0,hold
2019-05-27,8805.7783203125,0.0151684977551271,1,-1,1.3289698622970938,148.8138427734375,Trend,1,macd,0,hold
2019-05-28,8719.9619140625,-0.0097932630490452,1,-1,1.3333087294893304,136.87521972656214,Trend,1,macd,0,hold
2019-05-29,8659.4873046875,-0.0069593521281463,1,-1,1.3319197401011875,124.2479248046875,Trend,1,macd,0,hold
2019-05-30,8319.47265625,-0.0400566479677288,1,-1,1.351452447464575,97.03117675781323,Trend,1,macd,0,hold
2019-05-31,8574.501953125,0.030194039934908,1,-1,1.350989500772815,68.48652343749927,Trend,1,macd,0,hold
2019-06-01,8564.0166015625,-0.0012236008424256,0,-1,1.3542614917256888,79.58225097656305,Trend,0,macd,-1,sell
2019-06-02,8742.9580078125,0.0206792679831429,0,-1,1.3488176264353735,46.40214843749982,Trend,0,macd,0,hold
2019-06-03,8208.9951171875,-0.0630180586838615,0,-1,1.3812840067103438,10.728955078125182,Trend,0,macd,0,hold
2019-06-04,7707.77099609375,-0.0630014783427008,0,0,1.401254627153713,-24.869848632813046,Trend,0,macd,0,hold
2019-06-05,7824.2314453125,0.0149964735399352,0,0,1.3980535162375725,-3.0338867187492724,Trend,0,macd,0,hold
2019-06-06,7822.0234375,-0.0002822410658263,0,0,1.3991993482109488,23.906396484374454,Trend,0,macd,0,hold
2019-06-07,8043.951171875,0.0279771290768078,0,0,1.3977482223532551,38.63715820312518,Trend,0,macd,0,hold
2019-06-08,7954.1279296875,-0.0112293714137466,0,0,1.3953410490275713,-12.178076171874636,Trend,0,macd,0,hold
2019-06-09,7688.0771484375,-0.034020323814255,0,0,1.3974008233261352,-14.5115966796875,Trend,0,macd,0,hold
2019-06-10,8000.32958984375,0.03981203302759,0,0,1.265621003277104,1.85009765625,Trend,0,macd,0,hold
2019-06-11,7927.71435546875,-0.009117973017984,0,0,1.251896254043416,12.382397460936772,Trend,0,macd,0,hold
2019-06-12,8145.857421875,0.0271447396905516,0,0,1.1169286786398378,13.200537109374636,Trend,0,macd,0,hold
2019-06-13,8230.923828125,0.0103887534460544,0,0,1.1123704999571447,12.1776123046875,Trend,0,macd,0,hold
2019-06-14,8693.8330078125,0.0547156649508117,0,0,1.1292444956179417,32.064453125,Trend,0,macd,0,hold
2019-06-15,8838.375,0.0164891115914306,0,0,1.1107494978124242,8.257958984375364,Trend,0,macd,0,hold
2019-06-16,8994.48828125,0.0175089403176929,0,0,1.0411955018250925,9.435498046876091,Trend,0,macd,0,hold
2019-06-17,9320.3525390625,0.0355884775215616,0,-1,1.0441343054706944,30.01953125,Trend,0,macd,0,hold
2019-06-18,9081.7626953125,-0.0259321508495559,1,-1,0.8766910481420425,21.11376953125,Trend,1,macd,1,buy
2019-06-19,9273.521484375,0.0208948838816372,1,-1,0.867732479526931,47.70244140624891,Trend,1,macd,0,hold
2019-06-20,9527.16015625,0.0269834962641228,1,-1,0.8730926859209733,47.632910156249636,Trend,1,macd,0,hold
2019-06-21,10144.556640625,0.062790586710018,1,-1,0.8794246500474935,79.02700195312536,Trend,1,macd,0,hold
2019-06-22,10701.69140625,0.0534645342577345,1,-1,0.8968003200531243,97.93666992187536,Trend,1,macd,0,hold
2019-06-23,10855.37109375,0.0142581848549989,1,-1,0.8993051764500746,132.31879882812427,Trend,1,macd,0,hold
2019-06-24,11011.1025390625,0.0142440963278927,1,-1,0.8995383512785822,165.1665771484386,Trend,1,macd,0,hold
2019-06-25,11790.9169921875,0.0684254031313087,1,-1,0.8786544331855902,198.3342773437489,Trend,1,macd,0,hold
2019-06-26,13016.2314453125,0.0988676627192394,1,-1,0.9519245931328225,259.7104003906261,Trend,1,macd,0,hold
2019-06-27,11182.806640625,-0.1518196739369874,1,-1,1.119971230493312,156.94277343750036,Trend,1,macd,0,hold
2019-06-28,12407.33203125,0.1039101132868118,1,-1,1.1606403984913853,222.6602050781239,Trend,1,macd,0,hold
2019-06-29,11959.37109375,-0.036772427703724,1,-1,1.1503836072627487,213.564697265625,Trend,1,macd,0,hold
2019-06-30,10817.1552734375,-0.100381837885175,1,-1,1.196178015344516,140.84128417968714,Trend,1,macd,0,hold
2019-07-01,10583.134765625,-0.021871650928674,1,-1,1.2800409594835005,132.77102050781286,Trend,1,macd,0,hold
2019-07-02,10801.677734375,0.0204397936493043,1,-1,1.2798576384793707,132.791015625,Trend,1,macd,0,hold
2019-07-03,11961.26953125,0.1019724231462695,1,-1,1.271346436081127,186.5172851562511,Trend,1,macd,0,hold
2019-07-04,11215.4375,-0.0643827135215856,1,-1,1.2534864460560173,126.08022460937354,Trend,1,macd,0,hold
2019-07-05,10978.4599609375,-0.0213560097878955,0,-1,1.2579604221060923,107.00424804687646,Trend,0,macd,-1,sell
2019-07-06,11208.55078125,0.020741781945806,0,-1,1.2582507767025337,110.703125,Trend,0,macd,0,hold
2019-07-07,11450.8466796875,0.0213867234673008,0,-1,1.2567585688209593,106.52470703124891,Trend,0,macd,0,hold
2019-07-08,12285.9580078125,0.0703933117560036,0,-1,1.264121546549452,160.20976562500073,Trend,0,macd,0,hold
2019-07-09,12573.8125,0.0231592932804558,0,-1,1.247700392500767,165.01455078125036,Trend,0,macd,0,hold
2019-07-10,12156.5126953125,-0.0337512276446848,0,-1,1.2659729559562274,131.46762695312464,Trend,0,macd,0,hold
2019-07-11,11358.662109375,-0.0678844161871299,0,0,1.2854074520214829,60.70527343749927,Trend,0,macd,0,hold
2019-07-12,11815.986328125,0.0394727538685642,0,0,1.2857809530870645,55.714746093750364,Trend,0,macd,0,hold
2019-07-13,11392.37890625,-0.0365087733161268,0,0,1.2935403984869593,26.850390625000728,Trend,0,macd,0,hold
2019-07-14,10256.05859375,-0.1050760015665648,0,0,1.3178145951167806,-37.752197265625,Trend,0,macd,0,hold
2019-07-15,10895.08984375,0.0604436014100294,0,0,1.32724635138323,-44.791357421876455,Trend,0,macd,0,hold
2019-07-16,9477.6416015625,-0.1393767055806641,0,1,1.36916857178201,-176.9294921874989,Trend,0,macd,0,hold
2019-07-17,9693.802734375,0.0225512788560902,0,1,1.3647540657058912,-74.4501953125,Trend,0,macd,0,hold
2019-07-18,10666.482421875,0.0956195530666192,0,1,1.379125232545728,-87.04248046875,Trend,0,macd,0,hold
2019-07-19,10530.732421875,-0.0128084615726044,0,1,1.3781180485461924,-71.43193359375073,Trend,0,macd,0,hold
2019-07-20,10767.1396484375,0.0222009913304174,0,1,1.3769759659700764,-2.5007812499989086,Trend,0,macd,0,hold
2019-07-21,10599.10546875,-0.0157292629745908,0,1,1.3596285622455564,0.7985351562492724,Trend,0,macd,0,hold
2019-07-22,10343.1064453125,-0.0244493539420194,0,1,1.3474204249677986,-22.928564453124636,Trend,0,macd,0,hold
2019-07-23,9900.767578125,-0.0437079665954766,0,1,1.3492069811033047,-103.02509765625109,Trend,0,macd,0,hold
2019-07-24,9811.92578125,-0.009013724991008,0,1,1.355778324113789,-70.17558593749891,Trend,0,macd,0,hold
2019-07-25,9911.841796875,0.0101316211442782,0,1,1.3302663617252348,-53.330908203124636,Trend,0,macd,0,hold
2019-07-26,9870.3037109375,-0.0041995593419583,0,1,1.2720607411831517,-66.912353515625,Trend,0,macd,0,hold
2019-07-27,9477.677734375,-0.0405913025604617,0,1,1.1579704035038187,-98.658447265625,Trend,0,macd,0,hold
2019-07-28,9552.8603515625,0.0079013013703215,0,1,1.0870179457192128,-136.65488281250146,Trend,0,macd,0,hold
2019-07-29,9519.1455078125,-0.0035355357080161,0,1,1.0823042541112853,-152.73334960937427,Trend,0,macd,0,hold
2019-07-30,9607.423828125,0.0092310278570632,0,1,1.0274932120168478,-127.45444335937464,Trend,0,macd,0,hold
2019-07-31,10085.6279296875,0.0485753181457759,0,1,1.0384354379696632,-63.651708984374636,Trend,0,macd,0,hold
2019-08-01,10399.6689453125,0.0306625402642424,0,0,1.0442255301835326,-70.81586914062609,Trend,0,macd,0,hold
2019-08-02,10518.1748046875,0.0113307211446433,0,0,0.9736203947630353,-43.710205078125,Trend,0,macd,0,hold
2019-08-03,10821.7265625,0.0284511374799128,0,0,0.9536003237159513,28.28339843750109,Trend,0,macd,0,hold
2019-08-04,10970.1845703125,0.013625267067559,1,0,0.9524274305504412,3.754736328124636,Trend,1,macd,1,buy
2019-08-05,11805.6533203125,0.0733974125327201,1,-1,0.9766287844498784,116.40058593749927,Trend,1,macd,0,hold
2019-08-06,11478.1689453125,-0.0281316330512396,1,-1,0.9775077240859871,89.21831054687573,Trend,1,macd,0,hold
2019-08-07,11941.96875,0.039612102673995,1,-1,0.9537666685980755,63.774316406250364,Trend,1,macd,0,hold
2019-08-08,11966.4072265625,0.002044345052785,1,-1,0.9510260090763863,71.78374023437391,Trend,1,macd,0,hold
2019-08-09,11862.9365234375,-0.0086843644967702,1,-1,0.9714158934657681,54.78984375000073,Trend,1,macd,0,hold
2019-08-10,11354.0244140625,-0.0438467068556437,1,-1,0.9503930168275134,37.745947265624636,Trend,1,macd,0,hold
2019-08-11,11523.5791015625,0.0148230379072537,1,-1,0.9663217134329287,59.02363281249927,Trend,1,macd,0,hold
2019-08-12,11382.6162109375,-0.0123079951251755,1,-1,0.9578128301014441,74.09243164062536,Trend,1,macd,0,hold
2019-08-13,10895.830078125,-0.043707143389405,1,-1,0.8820023754506463,54.195214843750364,Trend,1,macd,0,hold
2019-08-14,10051.7041015625,-0.0806379719242745,1,0,0.8933724456106649,6.993115234374272,Trend,1,macd,0,hold
2019-08-15,10311.5458984375,0.0255220459657217,1,0,0.740658451463297,22.062109375001455,Trend,1,macd,0,hold
2019-08-16,10374.3388671875,0.0060711120004816,0,0,0.7372288720393763,44.83305664062391,Trend,0,macd,-1,sell
2019-08-17,10231.744140625,-0.0138402822807281,0,0,0.6667990977999726,33.944189453124636,Trend,0,macd,0,hold
2019-08-18,10345.810546875,0.0110866015258894,0,0,0.6682250926936841,41.333251953125,Trend,0,macd,0,hold
2019-08-19,10916.0537109375,0.0536528635334391,0,0,0.6907047710572258,65.43149414062646,Trend,0,macd,0,hold
2019-08-20,10763.232421875,-0.0140986026461183,0,0,0.6923278848724946,33.880224609374636,Trend,0,macd,0,hold
2019-08-21,10138.0498046875,-0.0598402678622867,0,0,0.718122569490311,-13.080957031250364,Trend,0,macd,0,hold
2019-08-22,10131.0556640625,-0.0006901282262681,0,0,0.6981013899432692,-19.35595703125,Trend,0,macd,0,hold
