date,price,log_return,trade,trade_action,position
2018-01-01,13657.2001953125,0.0,0,hold,0
2018-01-02,14982.099609375,0.0925892597121414,0,hold,0
2018-01-03,15201.0,0.0145050860549691,0,hold,0
2018-01-04,15599.2001953125,0.0258584282480316,0,hold,0
2018-01-05,17429.5,0.1109445295372948,0,hold,0
2018-01-06,17527.0,0.00557837614383,0,hold,0
2018-01-07,16477.599609375,-0.061740689989334,0,hold,0
2018-01-08,15170.099609375,-0.0826754995548452,0,hold,0
2018-01-09,14595.400390625,-0.0386199222066562,0,hold,0
2018-01-10,14973.2998046875,0.0255621646355242,0,hold,0
2018-01-11,13405.7998046875,-0.1105811674136226,0,hold,0
2018-01-12,13980.599609375,0.0419831918370207,0,hold,0
2018-01-13,14360.2001953125,0.0267898783015257,0,hold,0
2018-01-14,13772.0,-0.0418229592243742,0,hold,0
2018-01-15,13819.7998046875,0.003464786845698,0,hold,0
2018-01-16,11490.5,-0.1845817253071517,0,hold,0
2018-01-17,11188.599609375,-0.0266252391377623,0,hold,0
2018-01-18,11474.900390625,0.0252667074763157,0,hold,0
2018-01-19,11607.400390625,0.0114807840550176,0,hold,0
2018-01-20,12899.2001953125,0.1055224496737577,0,hold,0
2018-01-21,11600.099609375,-0.1061516239916154,0,hold,0
2018-01-22,10931.400390625,-0.0593742675387651,0,hold,0
2018-01-23,10868.400390625,-0.0057798854236535,0,hold,0
2018-01-24,11359.400390625,0.044186097256436,0,hold,0
2018-01-25,11259.400390625,-0.0088422593675526,0,hold,0
2018-01-26,11171.400390625,-0.0078463941025562,0,hold,0
2018-01-27,11440.7001953125,0.0238202140481624,0,hold,0
2018-01-28,11786.2998046875,0.0297606334864112,0,hold,0
2018-01-29,11296.400390625,-0.0424536979806067,0,hold,0
2018-01-30,10106.2998046875,-0.1113251530296689,0,hold,0
2018-01-31,10221.099609375,0.0112952004213185,0,hold,0
2018-02-01,9170.5400390625,-0.1084579963887277,0,hold,0
2018-02-02,8830.75,-0.0377562277501246,0,hold,0
2018-02-03,9174.91015625,0.0382326529371476,0,hold,0
2018-02-04,8277.009765625,-0.1029908379050033,0,hold,0
2018-02-05,6955.27001953125,-0.1739821153312485,0,hold,0
2018-02-06,7754.0,0.1087091908266318,0,hold,0
2018-02-07,7621.2998046875,-0.0172619060539836,0,hold,0
2018-02-08,8265.58984375,0.0811541619866999,0,hold,0
2018-02-09,8736.98046875,0.055463550667887,0,hold,0
2018-02-10,8621.900390625,-0.0132591225225879,-1,sell,-1
2018-02-11,8129.97021484375,-0.0587482633845994,0,hold,-1
2018-02-12,8926.5703125,0.093474997625128,0,hold,-1
2018-02-13,8598.3095703125,-0.0374666352201505,0,hold,-1
2018-02-14,9494.6298828125,0.0991607409375173,0,hold,-1
2018-02-15,10166.400390625,0.0683618402315501,0,hold,-1
2018-02-16,10233.900390625,0.006617573638271,0,hold,-1
2018-02-17,11112.7001953125,0.0823828388494888,0,hold,-1
2018-02-18,10551.7998046875,-0.0517921730312876,0,hold,-1
2018-02-19,11225.2998046875,0.0618736989571068,0,hold,-1
2018-02-20,11403.7001953125,0.015767739342639,0,hold,-1
2018-02-21,10690.400390625,-0.0645917022479102,0,hold,-1
2018-02-22,10005.0,-0.0662612109888093,0,hold,-1
2018-02-23,10301.099609375,0.0291656796933906,0,hold,-1
2018-02-24,9813.0703125,-0.0485354452904134,0,hold,-1
2018-02-25,9664.73046875,-0.0152319775185067,0,hold,-1
2018-02-26,10366.7001953125,0.0701155398661988,0,hold,-1
2018-02-27,10725.599609375,0.0340346060989737,0,hold,-1
2018-02-28,10397.900390625,-0.0310294706364639,0,hold,-1
2018-03-01,10951.0,0.0518268760447461,0,hold,-1
2018-03-02,11086.400390625,0.0122883908319687,0,hold,-1
2018-03-03,11489.7001953125,0.0357318317325563,0,hold,-1
2018-03-04,11512.599609375,0.0019910549659772,0,hold,-1
2018-03-05,11573.2998046875,0.0052586502353066,0,hold,-1
2018-03-06,10779.900390625,-0.0710173788230337,1,buy,0
2018-03-07,9965.5703125,-0.0785471416488412,1,buy,1
2018-03-08,9395.009765625,-0.0589575112734928,0,hold,1
2018-03-09,9337.5498046875,-0.0061347880340113,0,hold,1
2018-03-10,8866.0,-0.0518201479571904,0,hold,1
2018-03-11,9578.6298828125,0.0773108269362234,0,hold,1
2018-03-12,9205.1201171875,-0.0397746995350657,0,hold,1
2018-03-13,9194.849609375,-0.0011163614975213,0,hold,1
2018-03-14,8269.8095703125,-0.1060320200204029,0,hold,1
2018-03-15,8300.8603515625,0.0037476840392196,0,hold,1
2018-03-16,8338.349609375,0.0045061419786664,0,hold,1
2018-03-17,7916.8798828125,-0.0518681342083264,0,hold,1
2018-03-18,8223.6796875,0.0380205854342642,0,hold,1
2018-03-19,8630.650390625,0.0483021067251669,0,hold,1
2018-03-20,8913.4697265625,0.0322437188708731,0,hold,1
2018-03-21,8929.2802734375,0.0017722101148143,0,hold,1
2018-03-22,8728.4697265625,-0.0227457297277354,0,hold,1
2018-03-23,8879.6201171875,0.0171687110599653,0,hold,1
2018-03-24,8668.1201171875,-0.0241068353713547,0,hold,1
2018-03-25,8495.7802734375,-0.0200823393108454,0,hold,1
2018-03-26,8209.400390625,-0.0342897150422046,0,hold,1
2018-03-27,7833.0400390625,-0.046929196809366,0,hold,1
2018-03-28,7954.47998046875,0.0153845995453047,-1,sell,0
2018-03-29,7165.7001953125,-0.1044295086010043,0,hold,0
2018-03-30,6890.52001953125,-0.0391592241931877,0,hold,0
2018-03-31,6973.52978515625,0.0119749652889784,1,buy,1
2018-04-01,6844.22998046875,-0.0187155633094128,0,hold,1
2018-04-02,7083.7998046875,0.0344045006234859,0,hold,1
2018-04-03,7456.10986328125,0.0512233528434774,-1,sell,0
2018-04-04,6853.83984375,-0.0842247558070547,0,hold,0
2018-04-05,6811.47021484375,-0.0062010689103048,0,hold,0
2018-04-06,6636.31982421875,-0.026050420941338,-1,sell,-1
2018-04-07,6911.08984375,0.0405697786351022,0,hold,-1
2018-04-08,7023.52001953125,0.0161371745154427,0,hold,-1
2018-04-09,6770.72998046875,-0.0366556127664547,1,buy,0
2018-04-10,6834.759765625,0.0094124149985558,0,hold,0
2018-04-11,6968.31982421875,0.0193528156141503,0,hold,0
2018-04-12,7889.25,0.1241269358103827,-1,sell,-1
2018-04-13,7895.9599609375,0.0008501580097129,0,hold,-1
2018-04-14,7986.240234375,0.0113688588137785,0,hold,-1
2018-04-15,8329.1103515625,0.0420365598136076,0,hold,-1
2018-04-16,8058.669921875,-0.0330081291414391,0,hold,-1
2018-04-17,7902.08984375,-0.0196212591282872,0,hold,-1
2018-04-18,8163.419921875,0.0325359275749463,0,hold,-1
2018-04-19,8294.3095703125,0.0159064964896259,0,hold,-1
2018-04-20,8845.830078125,0.0643764846304901,0,hold,-1
2018-04-21,8895.580078125,0.0056083625781382,0,hold,-1
2018-04-22,8802.4599609375,-0.0105233095104538,0,hold,-1
2018-04-23,8930.8798828125,0.0144836977090831,0,hold,-1
2018-04-24,9697.5,0.082353199187426,0,hold,-1
2018-04-25,8845.740234375,-0.0919321066375034,0,hold,-1
2018-04-26,9281.509765625,0.0480882101323167,0,hold,-1
2018-04-27,8987.0498046875,-0.0322395933068439,0,hold,-1
2018-04-28,9348.48046875,0.0394291828621394,0,hold,-1
2018-04-29,9419.080078125,0.0075236141874956,0,hold,-1
2018-04-30,9240.5498046875,-0.0191360410144031,0,hold,-1
2018-05-01,9119.009765625,-0.0132401666945921,0,hold,-1
2018-05-02,9235.919921875,0.0127390013769828,1,buy,0
2018-05-03,9743.8603515625,0.0535371578910672,0,hold,0
2018-05-04,9700.759765625,-0.0044331703335629,0,hold,0
2018-05-05,9858.150390625,0.0160943550650832,0,hold,0
2018-05-06,9654.7998046875,-0.0208433830794322,0,hold,0
2018-05-07,9373.009765625,-0.02962092312799,1,buy,1
2018-05-08,9234.8203125,-0.0148531014187705,0,hold,1
2018-05-09,9325.1796875,0.0097370785472516,0,hold,1
2018-05-10,9043.9404296875,-0.0306232671090523,0,hold,1
2018-05-11,8441.490234375,-0.0689361065966995,0,hold,1
2018-05-12,8504.8896484375,0.0074823897837108,0,hold,1
2018-05-13,8723.9404296875,0.025429769131291,0,hold,1
2018-05-14,8716.7900390625,-0.0008199646268759,0,hold,1
2018-05-15,8510.3798828125,-0.023964474196194,0,hold,1
2018-05-16,8368.830078125,-0.0167724820478466,0,hold,1
2018-05-17,8094.31982421875,-0.0333515397056419,0,hold,1
2018-05-18,8250.9697265625,0.0191681766387194,0,hold,1
2018-05-19,8247.1796875,-0.0004594502127542,0,hold,1
2018-05-20,8513.25,0.0317524874815413,0,hold,1
2018-05-21,8418.990234375,-0.0111338769172739,0,hold,1
2018-05-22,8041.77978515625,-0.045839471398213,0,hold,1
2018-05-23,7557.81982421875,-0.0620676594447257,0,hold,1
2018-05-24,7587.33984375,0.0038982826938899,0,hold,1
2018-05-25,7480.14013671875,-0.0142295215887601,0,hold,1
2018-05-26,7355.8798828125,-0.0167515492021616,0,hold,1
2018-05-27,7368.22021484375,0.0016762090503006,0,hold,1
2018-05-28,7135.990234375,-0.0320251597389668,0,hold,1
2018-05-29,7472.58984375,0.0460906115800901,0,hold,1
2018-05-30,7406.52001953125,-0.0088809423514517,0,hold,1
2018-05-31,7494.169921875,0.011764678499798,-1,sell,0
2018-06-01,7541.4501953125,0.0062891226180051,0,hold,0
2018-06-02,7643.4501953125,0.0134346003626732,0,hold,0
2018-06-03,7720.25,0.0099976494474168,0,hold,0
2018-06-04,7514.47021484375,-0.0270162232389164,0,hold,0
2018-06-05,7633.759765625,0.0157499611309537,-1,sell,-1
2018-06-06,7653.97998046875,0.0026452866114361,0,hold,-1
