,Date,price,Log_Return,trade,trade_action,position
0,2018-01-02,884.4439697265625,0.1351446597478755,0,hold,0.0
1,2018-01-03,962.719970703125,0.0848034162799436,0,hold,0.0
2,2018-01-04,980.9219970703124,0.0187303616735033,0,hold,0.0
3,2018-01-05,997.719970703125,0.0169797037465714,0,hold,0.0
4,2018-01-06,1041.6800537109375,0.0431174785215517,0,hold,0.0
5,2018-01-07,1153.1700439453125,0.1016798639836608,0,hold,0.0
6,2018-01-08,1148.530029296875,-0.0040318206423912,0,hold,0.0
7,2018-01-09,1299.739990234375,0.1236813476098578,0,hold,0.0
8,2018-01-10,1255.8199462890625,-0.0343755340469819,0,hold,0.0
9,2018-01-11,1154.9300537109375,-0.083748920321997,0,hold,0.0
10,2018-01-12,1273.199951171875,0.0974935954927661,0,hold,0.0
11,2018-01-13,1396.4200439453125,0.0923784720847535,0,hold,0.0
12,2018-01-14,1366.77001953125,-0.0214615439297882,0,hold,0.0
13,2018-01-15,1291.9200439453125,-0.0563207882758745,0,hold,0.0
14,2018-01-16,1053.68994140625,-0.2038312843512961,0,hold,0.0
15,2018-01-17,1014.25,-0.0381488104984641,0,hold,0.0
16,2018-01-18,1036.280029296875,0.0214879827579075,0,hold,0.0
17,2018-01-19,1039.0999755859375,0.0027175245187439,0,hold,0.0
18,2018-01-20,1155.1500244140625,0.1058752964251322,0,hold,0.0
19,2018-01-21,1049.5799560546875,-0.0958401845275381,0,hold,0.0
20,2018-01-22,1003.260009765625,-0.0451353348242769,0,hold,0.0
21,2018-01-23,986.22900390625,-0.0171214033180068,0,hold,0.0
22,2018-01-24,1058.780029296875,0.0709840254177794,0,hold,0.0
23,2018-01-25,1056.030029296875,-0.002600707840248,0,hold,0.0
24,2018-01-26,1055.1700439453125,-0.0008146886787546,0,hold,0.0
25,2018-01-27,1107.0699462890625,0.0480149041415332,0,hold,0.0
26,2018-01-28,1246.010009765625,0.1182296166760648,0,hold,0.0
27,2018-01-29,1182.3599853515625,-0.0524340251016615,0,hold,0.0
28,2018-01-30,1071.1300048828125,-0.0987982582070182,0,hold,0.0
29,2018-01-31,1118.31005859375,0.0431044990071817,0,hold,0.0
30,2018-02-01,1036.7900390625,-0.0756892303672421,0,hold,0.0
31,2018-02-02,915.7849731445312,-0.1241031265244571,-1,sell,-1.0
32,2018-02-03,964.0189819335938,0.0513293935774715,0,hold,-1.0
33,2018-02-04,834.6820068359375,-0.1440601630391262,-1,sell,-1.0
34,2018-02-05,697.9509887695312,-0.1789019385455366,-1,sell,-1.0
35,2018-02-06,793.1220092773438,0.1278281840183304,0,hold,-1.0
36,2018-02-07,757.0679931640625,-0.0465239990097082,0,hold,-1.0
37,2018-02-08,817.8070068359375,0.0771733071596587,0,hold,-1.0
38,2018-02-09,883.864990234375,0.0776779491918442,0,hold,-1.0
39,2018-02-10,860.4149780273438,-0.0268895195385548,0,hold,-1.0
40,2018-02-11,814.6599731445312,-0.054643990137486,0,hold,-1.0
41,2018-02-12,868.7069702148438,0.0642350496457784,0,hold,-1.0
42,2018-02-13,845.2579956054688,-0.0273639639647753,0,hold,-1.0
43,2018-02-14,923.5609741210938,0.0885949214965226,0,hold,-1.0
44,2018-02-15,936.9760131835938,0.0144208598240176,0,hold,-1.0
45,2018-02-16,944.2100219726562,0.0076909399834001,0,hold,-1.0
46,2018-02-17,974.114990234375,0.0311807341593804,0,hold,-1.0
47,2018-02-18,923.9210205078124,-0.0529027641153748,0,hold,-1.0
48,2018-02-19,943.864990234375,0.0213565447502782,0,hold,-1.0
49,2018-02-20,895.3709716796875,-0.0527450112048026,0,hold,-1.0
50,2018-02-21,849.9710083007812,-0.0520358848717721,0,hold,-1.0
51,2018-02-22,812.844970703125,-0.0446618375987236,0,hold,-1.0
52,2018-02-23,864.1890258789062,0.0612511214051319,0,hold,-1.0
53,2018-02-24,840.5150146484375,-0.027776708190367,0,hold,-1.0
54,2018-02-25,844.8099975585938,0.0050969304759804,0,hold,-1.0
55,2018-02-26,869.3150024414062,0.0285938008941658,0,hold,-1.0
56,2018-02-27,878.2650146484375,0.0102428390907912,0,hold,-1.0
57,2018-02-28,855.198974609375,-0.0266142263949145,0,hold,-1.0
58,2018-03-01,872.2000122070312,0.0196846087010396,0,hold,-1.0
59,2018-03-02,856.85302734375,-0.0177523621955412,0,hold,-1.0
60,2018-03-03,857.2249755859375,0.0004339922073437,0,hold,-1.0
61,2018-03-04,866.677978515625,0.0109670879735512,0,hold,-1.0
62,2018-03-05,853.6840209960938,-0.0151063609012001,0,hold,-1.0
63,2018-03-06,816.9509887695312,-0.0439820226941034,0,hold,-1.0
64,2018-03-07,752.8309936523438,-0.0817383452066222,-1,sell,-1.0
65,2018-03-08,704.5960083007812,-0.0662161578956879,-1,sell,-1.0
