trade_id,side,direction,entry_date,first_holding_date,exit_date,entry_price,exit_price,holding_periods,gross_trade_return,net_trade_return,fee_units,fee_paid_est,underlying_move_pct,directional_move_pct,pnl_points,is_open_at_end,is_partial_start,is_complete_trade
1,long,1,2018-01-02,2018-01-03,2018-01-11,14982.099609375,13405.7998046875,9,-0.10521220962255073,-0.10521220962255073,2,0.0,-0.10521220962255085,-0.10521220962255085,-1576.2998046875,False,False,True
2,long,1,2018-02-12,2018-02-13,2018-03-09,8926.5703125,9337.5498046875,25,0.04604002184489642,0.04604002184489642,2,0.0,0.04604002184489597,0.04604002184489597,410.9794921875,False,False,True
3,long,1,2018-04-10,2018-04-11,2018-05-10,6834.759765625,9043.9404296875,30,0.3232272588677423,0.3232272588677423,2,0.0,0.32322725886774206,0.32322725886774206,2209.1806640625,False,False,True
4,long,1,2018-06-05,2018-06-06,2018-06-11,7633.759765625,6906.919921875,6,-0.09521387442960627,-0.09521387442960627,2,0.0,-0.09521387442960638,-0.09521387442960638,-726.83984375,False,False,True
5,long,1,2018-06-20,2018-06-21,2018-06-22,6776.5498046875,6083.68994140625,2,-0.10224374988020923,-0.10224374988020923,2,0.0,-0.10224374988020934,-0.10224374988020934,-692.85986328125,False,False,True
6,long,1,2018-06-30,2018-07-01,2018-08-03,6404.0,7434.39013671875,34,0.16089789767625762,0.16089789767625762,2,0.0,0.16089789767625695,0.16089789767625695,1030.39013671875,False,False,True
7,long,1,2018-08-24,2018-08-25,2018-09-08,6719.9599609375,6225.97998046875,15,-0.07350936364802907,-0.07350936364802907,2,0.0,-0.07350936364802907,-0.07350936364802907,-493.97998046875,False,False,True
8,long,1,2018-09-21,2018-09-22,2018-10-07,6734.9501953125,6602.9501953125,16,-0.0195992540660318,-0.0195992540660318,2,0.0,-0.0195992540660318,-0.0195992540660318,-132.0,False,False,True
9,long,1,2018-12-10,2018-12-11,2019-01-13,3502.656005859375,3552.953125,34,0.014359708477362787,0.014359708477362787,2,0.0,0.014359708477363009,0.014359708477363009,50.297119140625,False,False,True
10,short,-1,2019-02-17,2019-02-18,2019-03-03,3673.836181640625,3847.17578125,14,-0.057335879632679276,-0.057335879632679276,2,0.0,0.04718217989022211,-0.04718217989022211,-173.339599609375,False,False,True
11,short,-1,2019-03-15,2019-03-16,2019-03-24,3960.9111328125,4022.168212890625,9,-0.016077323924044484,-0.016077323924044484,2,0.0,0.015465401273627721,-0.015465401273627721,-61.257080078125,False,False,True
12,long,1,2019-04-01,2019-04-02,2019-04-20,4158.18310546875,5337.88623046875,19,0.2837063917287532,0.2837063917287532,2,0.0,0.283706391728753,0.283706391728753,1179.703125,False,False,True
13,long,1,2019-05-05,2019-05-06,2019-05-31,5795.70849609375,8574.501953125,26,0.4794570774054858,0.4794570774054858,2,0.0,0.4794570774054854,0.4794570774054854,2778.79345703125,False,False,True
14,long,1,2019-06-17,2019-06-18,2019-07-04,9320.3525390625,11215.4375,17,0.2033276051517381,0.2033276051517381,2,0.0,0.2033276051517381,0.2033276051517381,1895.0849609375,False,False,True
15,long,1,2019-08-03,2019-08-04,2019-08-15,10821.7265625,10311.5458984375,12,-0.04714410968674876,-0.04714410968674876,2,0.0,-0.047144109686748537,-0.047144109686748537,-510.1806640625,False,False,True
16,long,1,2019-09-04,2019-09-05,2019-09-12,10594.4931640625,10410.126953125,8,-0.017402079371091395,-0.017402079371091395,2,0.0,-0.017402079371091284,-0.017402079371091284,-184.3662109375,False,False,True
17,long,1,2019-10-15,2019-10-16,2019-11-11,8205.369140625,8757.7880859375,27,0.06732408205469564,0.06732408205469564,2,0.0,0.06732408205469498,0.06732408205469498,552.4189453125,False,False,True
