strategy,slug,position_col,cumulative_pnl,average_daily_pnl,max_drawdown,annualised_return,sharpe_ratio_rf_3pct,daily_std_dev,annualised_volatility,exposure_rate,total_turnover,number_of_trades_total,number_of_complete_trades,win_rate,average_trade_return,median_trade_return,average_win_return,average_loss_return,profit_factor,payoff_ratio,expectancy_per_trade,best_trade,worst_trade,average_holding_periods,median_holding_periods,long_trades,short_trades,category
BTC Trend Strength + EVT,btc_trend_strength_evt,position,81.34021909426598,0.0017067132998345922,-0.4441010098539312,0.7352798604485742,1.5604874444305903,0.019903697943812824,0.3802596152907467,0.36220472440944884,466,233,233,0.5665236051502146,0.023107680903562206,0.004776645904849275,0.06495605918662538,-0.0315852491297481,2.687744114447144,2.0565314815087996,0.023107680903562206,0.6582437957479899,-0.2070964040200889,4.540772532188841,2.0,167,66,evt
ETH Trend Strength + EVT,eth_trend_strength_evt,position,2588.503526483919,0.0030979063383282327,-0.5729726355684437,1.669967651693118,2.0175651818345437,0.028568185523345016,0.5457944180688684,0.4094488188976378,495,248,247,0.6639676113360324,0.03900483028068692,0.01613309303481536,0.08389009647397645,-0.049684129426535766,3.336251369468824,1.6884686808897098,0.03900483028068692,0.7338739899005087,-0.30719259698470214,4.834008097165992,2.0,182,65,evt
